"Process_ID","N","SEED","ATE","SE","SEB","Lower","Upper","Cover","Time_Point","Time_CI"
1030,2000,344,0.0214934169019473,0.0497019040421806,0.047930409737454,-0.0759223150207266,0.118909148824621,1,201.652039289474,5.00679016113281e-05
1031,4000,344,0.0216209172807433,0.03364126354951,0.0336414094226624,-0.0443159592762963,0.0875577938377829,1,624.699377059937,7.51018524169922e-05
1032,1000,345,0.0215024276378365,0.0648485526769993,0.0631087498636422,-0.105600735609082,0.148605590884755,1,111.58190870285,5.10215759277344e-05
1033,2000,345,0.0387065241144328,0.0462405982219488,0.0477092957779162,-0.0519250484005867,0.129338096629452,1,415.728872537613,9.1552734375e-05
1034,4000,345,0.0197097487669969,0.0331273473861636,0.0335779743267525,-0.0452198521098838,0.0846393496438775,1,516.062499761581,6.46114349365234e-05
1035,1000,346,0.146007979087398,0.0651297036472814,0.0652704766168795,0.0183537599387268,0.27366219823607,0,106.244673967361,5.86509704589844e-05
1036,2000,346,0.0472817431346139,0.0469355171163878,0.0470825913047786,-0.0447118704135061,0.139275356682734,1,276.593256235123,0.000102996826171875
1037,4000,346,-0.0478907693489209,0.0337759575289585,0.0335239539058704,-0.114091646105679,0.0183101074078378,1,893.32985830307,9.46521759033203e-05
1038,1000,347,0.00623080728636556,0.0666057913089864,0.065225290886013,-0.124316543679248,0.136778158251979,1,168.597096920013,6.98566436767578e-05
1039,2000,347,0.0138761683532527,0.0464697828186143,0.0466504831983012,-0.0772046059712314,0.104956942677737,1,204.086971282959,6.43730163574219e-05
103,2000,35,0.025723998355672,0.0470682836787319,0.0469748573180515,-0.0665298376546426,0.117977834365987,1,219.958822488785,6.55651092529297e-05
1040,4000,347,-0.0156774594301449,0.0325790395457474,0.0339870264489997,-0.0795323769398097,0.04817745807952,1,457.331670761108,8.41617584228516e-05
1041,1000,348,0.0112991250975751,0.0649110056482639,0.0655412951411903,-0.115926445973022,0.138524696168172,1,101.440990924835,8.63075256347656e-05
1042,2000,348,0.0186643092716521,0.0480944508297374,0.0465966979969492,-0.0756008143546332,0.112929432897937,1,227.515294790268,5.14984130859375e-05
1043,4000,348,0.00301737763538376,0.0330583860669909,0.0332102017211859,-0.0617770590559184,0.0678118143266859,1,679.869970798492,8.20159912109375e-05
1044,1000,349,0.00344044683333591,0.0709482876623675,0.0691245480540599,-0.135618196984904,0.142499090651576,1,149.029147148132,4.76837158203125e-05
1045,2000,349,0.0479492670275329,0.0479230642688276,0.048431131634294,-0.0459799389393692,0.141878472994435,1,296.5570063591,5.98430633544922e-05
1046,4000,349,0.0395577292974152,0.032578315897914,0.0332563321640235,-0.0242957698624962,0.103411228457327,1,695.958487033844,7.70092010498047e-05
1047,1000,350,-0.058672031063361,0.0691961136159546,0.0701335657496325,-0.194296413750632,0.07695235162391,1,141.269286155701,6.24656677246094e-05
1048,2000,350,-0.000266619778189188,0.0480412683835573,0.0491029590230377,-0.0944275058099615,0.0938942662535831,1,212.951073408127,5.76972961425781e-05
1049,4000,350,0.0408047486400506,0.0331942728991528,0.033445748497498,-0.024256026242289,0.10586552352239,1,469.118393182755,6.103515625e-05
104,4000,35,0.0220253667915448,0.0327702266362023,0.0334950592633007,-0.0422042774154117,0.0862550109985013,1,924.901966571808,8.67843627929688e-05
1050,1000,351,0.0600980217324797,0.0616313213129294,0.0622762928187729,-0.0606993680408618,0.180895411505821,1,102.927274227142,7.05718994140625e-05
1051,2000,351,-0.024693464862032,0.0466668532596287,0.0473153764864768,-0.116160497250904,0.0667735675268403,1,287.298444271088,5.22136688232422e-05
1052,4000,351,0.00107929981526939,0.033318303901988,0.0335311038486638,-0.0642245758326271,0.0663831754631659,1,443.799067258835,0.000100612640380859
1053,1000,352,-0.0384989511903182,0.0693656817538814,0.0714434303730673,-0.174455687427926,0.0974577850472893,1,102.915333747864,4.31537628173828e-05
1054,2000,352,-0.0453092006355051,0.0476343333307385,0.0463603348918994,-0.138672493963753,0.0480540926927422,1,205.381880283356,8.82148742675781e-05
1055,4000,352,-0.0323595008865204,0.0330181526832656,0.0335758750377836,-0.097075080145721,0.0323560783726801,1,619.668024301529,7.62939453125e-05
1056,1000,353,-0.0211058534748933,0.06646700682311,0.0641798011123989,-0.151381186848189,0.109169479898402,1,222.220539331436,6.67572021484375e-05
1057,2000,353,0.0216618024350402,0.0487488095774291,0.0483919795155542,-0.0738858643367209,0.117209469206801,1,214.782560110092,5.26905059814453e-05
1058,4000,353,0.00470565286146317,0.0338176932069246,0.0340518035166685,-0.061577025824109,0.0709883315470353,1,978.179980278015,0.000108242034912109
1059,1000,354,0.0130017822430865,0.0698794076377149,0.0672148760929007,-0.123961856726835,0.149965421213008,1,156.900911331177,9.01222229003906e-05
105,1000,36,-0.0644397078691376,0.0689131617544743,0.0676327679568499,-0.199509504907907,0.070630089169632,1,108.327924728394,5.98430633544922e-05
1060,2000,354,0.0387982198264011,0.0466119616266769,0.0476879663063491,-0.0525612249618857,0.130157664614688,1,210.987476825714,4.98294830322266e-05
1061,4000,354,0.0377601251184823,0.0331625316143897,0.033561368097652,-0.0272384368457214,0.102758687082686,1,461.622639417648,7.86781311035156e-05
1062,1000,355,-0.0316115114370084,0.0713683411871242,0.0679428068091662,-0.171493460163772,0.108270437289755,1,156.858253479004,4.14848327636719e-05
1063,2000,355,-0.0178899832305785,0.0458411912041676,0.045133453029576,-0.107738717990747,0.0719587515295899,1,405.536914587021,7.34329223632812e-05
1064,4000,355,-0.0442915263506616,0.0332644376659856,0.0335214317506101,-0.109489824175993,0.0209067714746701,1,904.332467079163,8.32080841064453e-05
1065,1000,356,0.125495437227204,0.0693686433874263,0.0673205321156543,-0.0104671038121515,0.26145797826656,1,152.300719022751,8.65459442138672e-05
